ID,Lat,Long
ID0,0.91713023158,36.39209964220
ID1,0.91713023158,36.40108279560
ID2,0.91713023158,36.41006594820
ID3,0.91713023158,36.41904910070
ID4,0.91713023158,36.42803225420
ID5,0.91713023158,36.43701540670
ID6,0.91713023158,36.44599855930
ID7,0.91713023158,36.45498171270
ID8,0.91713023158,36.46396486530
ID9,0.91713023158,36.47294801780
ID10,0.91713023158,36.48193117130
ID11,0.91713023158,36.49091432380
ID12,0.91713023158,36.49989747640
ID13,0.91713023158,36.50888062980
ID14,0.91713023158,36.51786378240
ID15,0.91713023158,36.52684693490
ID16,0.91713023158,36.53583008840
ID17,0.91713023158,36.54481324090
ID18,0.91713023158,36.55379639350
ID19,0.91713023158,36.56277954690
ID20,0.91713023158,36.57176269950
ID21,0.91713023158,36.58074585200
ID22,0.91713023158,36.58972900460
ID23,0.91713023158,36.59871215800
ID24,0.91713023158,36.60769531060
ID25,0.91713023158,36.61667846310
ID26,0.91713023158,36.62566161660
ID27,0.91713023158,36.63464476910
ID28,0.91713023158,36.64362792170
ID29,0.91713023158,36.65261107510
ID30,0.91713023158,36.66159422770
ID31,0.91713023158,36.67057738020
ID32,0.91713023158,36.67956053370
ID33,0.91713023158,36.68854368620
ID34,0.91713023158,36.69752683880
ID35,0.91713023158,36.70650999220
ID36,0.91713023158,36.71549314480
ID37,0.91713023158,36.72447629730
ID38,0.91713023158,36.73345945080
ID39,0.91713023158,36.74244260330
ID40,0.91713023158,36.75142575590
ID41,0.91713023158,36.76040890930
ID42,0.91713023158,36.76939206190
ID43,0.91713023158,36.77837521440
ID44,0.91713023158,36.78735836790
ID45,0.91713023158,36.79634152040
ID46,0.91713023158,36.80532467300
ID47,0.91713023158,36.81430782640
ID48,0.91713023158,36.82329097900
ID49,0.91713023158,36.83227413150
ID50,0.91713023158,36.84125728500
ID51,0.91713023158,36.85024043750
ID52,0.91713023158,36.85922359010
ID53,0.91713023158,36.86820674350
ID54,0.91713023158,36.87718989610
ID55,0.91713023158,36.88617304860
ID56,0.91713023158,36.89515620120
ID57,0.92611222310,36.39209964220
ID58,0.92611222310,36.40108279560
ID59,0.92611222310,36.41006594820
ID60,0.92611222310,36.41904910070
ID61,0.92611222310,36.42803225420
ID62,0.92611222310,36.43701540670
ID63,0.92611222310,36.44599855930
ID64,0.92611222310,36.45498171270
ID65,0.92611222310,36.46396486530
ID66,0.92611222310,36.47294801780
ID67,0.92611222310,36.48193117130
ID68,0.92611222310,36.49091432380
ID69,0.92611222310,36.49989747640
ID70,0.92611222310,36.50888062980
ID71,0.92611222310,36.51786378240
ID72,0.92611222310,36.52684693490
ID73,0.92611222310,36.53583008840
ID74,0.92611222310,36.54481324090
ID75,0.92611222310,36.55379639350
ID76,0.92611222310,36.56277954690
ID77,0.92611222310,36.57176269950
