ID,mean
ID798,90.75294117647059
ID741,92.0
ID855,90.0
ID912,90.0
ID969,90.0
ID1083,83.76470588235294
ID1140,80.0
ID1026,90.0
ID970,90.0
ID1027,90.0
ID971,90.0
ID972,94.36470588235294
ID1028,90.0
ID1029,94.36470588235294
ID1085,83.76470588235294
ID1086,90.45882352941177
ID1084,83.76470588235294
ID1141,80.0
ID1142,80.0
ID1143,88.10588235294118
ID1087,94.50588235294117
ID1144,93.0
ID1145,93.0
ID1088,94.50588235294117
ID1031,97.0
ID1030,97.0
ID973,97.0
ID974,97.0
ID917,97.0
ID916,97.0
ID860,97.0
ID859,97.0
ID915,94.36470588235294
ID858,94.36470588235294
ID914,90.0
ID913,90.0
ID856,90.0
ID857,90.0
ID800,90.75294117647059
ID801,94.88235294117646
ID799,90.75294117647059
ID742,92.0
ID743,92.0
ID744,95.74117647058824
ID745,98.0
ID802,97.37647058823529
ID803,97.37647058823529
ID746,98.0
ID687,95.74117647058824
ID688,98.0
ID689,98.0
ID632,98.0
ID631,98.0
ID575,98.0
ID574,98.0
ID630,95.74117647058824
ID573,95.74117647058824
ID686,92.0
ID629,92.0
ID685,92.0
ID628,92.0
ID572,92.0
ID571,92.0
ID570,92.0
ID627,92.0
ID684,92.0
ID513,94.63529411764705
ID456,99.0
ID399,99.0
ID400,99.0
ID401,99.0
ID402,103.36470588235295
ID457,99.0
ID458,99.0
ID459,103.36470588235295
ID514,94.63529411764705
ID515,94.63529411764705
ID516,98.61176470588236
ID460,106.0
ID517,101.01176470588236
ID518,101.01176470588236
ID461,106.0
ID404,106.0
ID403,106.0
ID345,103.36470588235295
ID346,106.0
ID347,106.0
ID405,106.0
ID348,106.0
ID462,106.0
ID406,106.0
ID463,106.0
ID349,106.0
ID407,107.24705882352941
ID350,107.24705882352941
ID408,108.0
ID351,108.0
ID352,108.0
ID409,108.0
ID465,108.0
ID466,108.0
ID464,107.24705882352941
ID521,102.25882352941177
ID520,101.01176470588236
ID522,103.01176470588236
ID523,103.01176470588236
ID579,100.0
ID580,100.0
ID578,99.24705882352941
ID577,98.0
ID576,98.0
ID519,101.01176470588236
ID633,98.0
ID634,98.0
ID691,98.0
ID690,98.0
ID747,98.0
ID748,98.0
ID692,99.24705882352941
ID693,100.0
ID749,99.24705882352941
ID750,100.0
ID751,100.0
ID694,100.0
ID637,100.0
ID636,100.0
ID635,99.24705882352941
ID581,100.0
ID638,100.0
ID582,86.28235294117647
ID639,86.28235294117647
ID696,86.28235294117647
ID695,100.0
ID752,100.0
ID753,86.28235294117647
ID697,78.0
ID754,78.0
ID698,78.0
ID755,78.0
ID756,78.0
ID699,78.0
ID642,78.0
ID641,78.0
ID640,78.0
ID583,78.0
ID584,78.0
ID585,78.0
ID528,82.89411764705882
ID527,82.89411764705882
ID526,82.89411764705882
ID470,91.0
ID471,91.0
ID469,91.0
ID468,97.39999999999999
ID525,90.47058823529412
ID524,103.01176470588236
ID467,108.0
ID411,97.39999999999999
ID410,108.0
ID353,108.0
ID354,97.39999999999999
ID412,91.0
ID355,91.0
ID413,91.0
ID414,91.0
ID356,91.0
ID357,91.0
ID415,91.0
ID358,91.0
ID416,73.54117647058823
ID359,73.54117647058823
ID472,91.0
ID473,73.54117647058823
ID529,82.89411764705882
ID586,78.0
ID530,69.70588235294117
ID587,67.4
ID474,63.0
ID531,61.752941176470586
ID588,61.0
ID532,61.752941176470586
ID589,61.0
ID475,63.0
ID418,63.0
ID417,63.0
ID360,63.0
ID361,63.0
ID362,63.0
ID419,63.0
ID363,59.25882352941176
ID420,59.25882352941176
ID476,63.0
ID477,59.25882352941176
ID478,57.0
ID421,57.0
ID364,57.0
ID422,57.0
ID365,57.0
ID423,57.0
ID366,57.0
ID479,57.0
ID480,57.0
ID535,56.3764705882353
ID536,56.3764705882353
ID537,56.3764705882353
ID594,56.0
ID593,56.0
