d_oldage,d_health,d_rvf,d_cbpp,hsize_mean,hsize_min,hsize_max,rvf,cbpp
1689,15,492,212,2.36,0,16,-0.06000000000000001,-0.2
1689,10,524,187,1.8,0,17,-0.19999999999999998,-0.019999999999999997
1699,10,510,288,2.26,0,26,-0.14,-0.18000000000000002
1614,11,502,325,1.49,0,27,-0.26,-0.4600000000000001
1718,16,531,241,2.35,0,29,-0.1,-0.13999999999999999
1692,18,511,301,2.12,0,18,-0.4,-0.20000000000000004
1669,15,511,278,2.24,0,18,-0.30000000000000004,-0.18
1664,17,545,272,2.08,0,26,-0.32,-0.25999999999999995
1632,19,535,277,1.87,0,22,-0.22000000000000003,-0.25999999999999995
1692,10,515,266,2.23,0,28,-0.14000000000000004,-0.24
1702,14,531,198,2.41,0,20,-0.31999999999999995,5.551115123125783e-18
1676,16,534,288,2.05,0,23,-0.42000000000000004,-0.26
1607,13,579,244,1.07,0,11,-0.4400000000000001,-0.22000000000000003
1699,9,527,204,2.2,0,23,-0.36000000000000004,-0.039999999999999994
1702,14,554,238,2.03,0,18,-0.26,-0.040000000000000015
1667,15,491,276,1.99,0,22,-0.12000000000000002,-0.18
1650,6,543,250,1.34,0,15,-0.16,-0.16
1667,16,517,218,1.07,0,12,-0.33999999999999997,-0.16
1588,15,548,208,1.53,0,25,-0.18,0.02
1670,13,526,262,1.81,0,21,-0.22000000000000003,-0.14
1657,17,545,248,2.11,0,22,-0.36,-0.02
1657,14,567,288,2.49,0,23,-0.2,-0.13999999999999999
1719,13,526,240,1.91,0,20,-0.18000000000000002,-0.16
1605,12,508,353,1.48,0,14,-0.26000000000000006,-0.48
1596,10,519,254,1.18,0,16,-0.2,-0.12
1662,9,450,281,1.5,0,21,-0.1,-0.24
1688,11,539,255,2.11,0,16,-0.32,-0.059999999999999984
1665,14,544,273,2.48,0,28,-0.16,-0.14000000000000004
1648,17,528,280,1.63,0,18,-0.22000000000000006,-0.32
1656,11,538,230,1.73,0,17,-0.36,-0.2
1609,12,555,287,2.18,0,21,-0.11999999999999997,-0.36
1641,7,511,285,1.27,0,15,-0.2,-0.26
1592,11,541,279,1.44,0,18,-0.18,-0.25999999999999995
1682,9,491,243,1.56,0,14,-0.22000000000000003,-0.08
1657,14,541,302,1.9,0,15,-0.2,-0.30000000000000004
1643,9,488,274,1.3,0,13,-0.30000000000000004,-0.18
1705,18,514,204,2.21,0,21,-0.3,-0.019999999999999997
1699,18,514,228,1.87,0,21,-0.27999999999999997,-0.16
1669,22,512,236,1.98,0,21,-0.24,-0.18
1664,18,549,257,2.14,0,16,-0.28,-0.2
1670,13,517,244,2.02,0,25,-0.040000000000000015,-0.12
1624,16,552,321,1.68,0,15,-0.13999999999999999,-0.31999999999999995
1601,14,548,257,1.32,0,13,-0.26,-0.12000000000000002
1665,11,512,264,1.46,0,25,-0.26,-0.3
1674,22,566,255,1.86,0,17,-0.22000000000000003,-0.1
1675,20,509,262,1.56,0,15,-0.14,-0.32
1656,20,529,288,1.57,0,16,-0.26000000000000006,-0.31999999999999995
1659,19,498,265,1.52,0,13,-0.18,-0.26
1699,12,489,292,1.95,0,29,-0.01999999999999999,-0.3
1661,15,512,251,1.18,0,11,-0.22000000000000003,-0.14
