d_oldage,d_health,d_rvf,d_cbpp,hsize_mean,hsize_min,hsize_max,rvf,cbpp
1792,18,484,123,2.69,0,18,0.32,0.5399999999999999
1755,16,481,139,2.96,0,24,0.36,0.62
1787,8,485,172,3.05,0,22,0.5199999999999999,0.52
1639,8,576,249,1.05,0,10,-0.74,-0.4600000000000001
1792,20,464,155,3.18,0,29,0.6199999999999999,0.5
1805,20,523,139,3.34,0,31,0.10000000000000002,0.6399999999999999
1783,16,520,147,3.07,0,37,-0.24,0.62
1828,16,488,205,2.77,0,19,0.72,0.040000000000000015
1800,12,498,125,2.59,0,19,0.42000000000000004,0.3400000000000001
1789,19,503,140,3.56,0,25,0.26000000000000006,0.58
1791,20,475,180,3.22,0,34,0.54,0.1
1825,20,486,145,3.32,0,24,0.54,0.62
1681,16,460,367,1.24,0,15,0.64,-0.6
1717,20,608,147,1.86,0,15,-0.7,0.54
1747,14,493,208,3.01,0,35,0.04,0.16000000000000006
1769,18,496,138,2.42,0,18,0.64,0.64
1768,17,495,142,2.26,0,24,0.54,0.5
1719,17,469,203,2.42,0,24,0.54,0.11999999999999997
1696,8,471,122,1.93,0,28,0.48,0.6
1771,15,511,127,2.6,0,19,0.16,0.6
1774,17,493,177,3.34,0,34,0.48,0.45999999999999996
1761,10,544,184,3.21,0,29,0.28,0.3
1762,18,536,140,2.72,0,41,0.26000000000000006,0.56
1791,14,479,148,3.8,0,24,0.5399999999999999,0.4800000000000001
1752,10,514,139,1.85,0,17,-0.020000000000000007,0.56
1798,16,456,153,2.73,0,19,0.6000000000000001,0.28
1688,21,524,330,2.2,0,18,-0.06000000000000001,-0.27999999999999997
1818,11,535,136,3.34,0,25,-0.45999999999999996,0.58
1794,14,497,138,2.83,0,19,0.6199999999999999,0.58
1761,14,475,259,2.04,0,14,0.30000000000000004,-0.27999999999999997
1776,23,502,152,3.39,0,28,0.5799999999999998,0.54
1756,11,482,178,2.52,0,20,0.26,0.26
1763,11,516,135,2.86,0,23,0.72,0.44000000000000006
1734,23,476,190,2.43,0,19,0.74,0.36
1786,18,508,146,3.48,0,25,0.42000000000000004,0.6399999999999999
1753,12,504,171,2.42,0,32,0.19999999999999998,0.48
1768,18,506,139,3.44,0,23,0.38,0.6199999999999999
1765,17,502,120,2.9,0,26,0.64,0.6599999999999999
1687,12,493,283,1.82,0,13,-0.36,-0.33999999999999997
1701,12,634,149,1.98,0,15,-0.86,0.30000000000000004
1767,23,497,179,3.1,0,22,0.36,0.42000000000000004
1768,18,502,169,3.1,0,27,0.58,0.4
1741,20,580,127,2.07,0,18,-0.45999999999999996,0.72
1803,18,479,134,3.4,0,28,0.38,0.52
1799,19,513,138,3.38,0,23,0.5999999999999999,0.58
1775,16,474,123,1.79,0,18,0.06000000000000002,0.5000000000000001
1750,30,459,173,3.21,0,19,0.7,0.5399999999999999
1634,16,464,308,1.33,0,12,0.43999999999999995,-0.5
1750,18,494,186,2.53,0,16,-0.02,0.32
1829,27,490,133,3.87,0,23,0.6399999999999999,0.6599999999999999
