d_oldage,d_health,d_rvf,d_cbpp,hsize_mean,hsize_min,hsize_max,rvf,cbpp
1745,18,477,262,2.29,0,32,0.16,-0.18
1676,19,569,238,0.64,0,6,-0.64,-0.41999999999999993
1634,19,477,365,0.8,0,12,-0.4,-0.62
1605,10,512,304,0.81,0,12,-0.64,-0.7
1771,13,482,227,2.77,0,24,0.34,-1.1102230246251566e-17
1746,22,581,193,2.63,0,33,-0.6,0.27999999999999997
1744,19,578,191,1.87,0,18,-0.7,0.22000000000000003
1762,14,517,235,1.96,0,13,-0.12000000000000002,-0.2
1765,13,524,189,2.2,0,26,-0.32,0.22000000000000003
1764,21,501,209,3.17,0,27,0.0,0.08000000000000002
1761,18,478,179,2.31,0,20,0.24,0.019999999999999997
1770,15,559,243,2.02,0,16,-0.52,-0.019999999999999997
1647,6,476,381,0.86,0,9,0.019999999999999983,-0.64
1647,11,633,223,0.88,0,15,-0.82,-0.02000000000000004
1727,18,484,305,1.94,0,18,0.32000000000000006,-0.2
1723,25,510,193,2.13,0,22,0.34,0.3
1720,23,499,246,2.17,0,16,0.38,0.08000000000000004
1652,21,464,345,1.06,0,12,0.27999999999999997,-0.64
1644,9,497,187,1.02,0,12,-0.52,0.18000000000000002
1668,14,575,218,0.89,0,12,-0.64,-0.26
1724,17,511,283,1.37,0,12,-0.12,-0.33999999999999997
1762,14,537,166,2.81,0,20,-0.26,0.24
1766,19,513,225,2.8,0,21,-0.5,-0.039999999999999994
1642,15,498,351,0.72,0,11,-0.38,-0.6599999999999999
1704,10,498,190,1.12,0,13,0.12,0.020000000000000018
1693,13,470,305,1.81,0,12,0.44000000000000006,-0.38
1592,17,536,413,0.43,0,6,-0.74,-0.8400000000000001
1769,15,566,213,2.01,0,15,-0.45999999999999996,-0.07999999999999999
1766,10,531,162,3.1,0,22,-0.27999999999999997,0.4600000000000001
1728,24,525,262,1.54,0,15,-0.1,-0.25999999999999995
1765,22,524,167,2.91,0,18,-0.12,0.3
1662,12,457,342,0.7,0,15,0.54,-0.6599999999999999
1744,16,491,175,2.02,0,21,0.5,0.2
1688,17,482,242,1.45,0,17,0.28,-0.059999999999999984
1745,14,539,237,1.89,0,24,-0.36,-0.18
1669,11,497,302,1.27,0,24,0.34,-0.4800000000000001
1778,15,609,168,2.05,0,14,-0.7,0.4
1697,12,516,244,2.14,0,29,-0.12,-0.18
1634,10,526,360,0.73,0,8,-0.5599999999999999,-0.7
1629,18,708,162,0.84,0,14,-0.9400000000000001,0.34
1748,18,518,159,2.25,0,26,0.1,0.38000000000000006
1754,14,539,198,2.24,0,26,-0.08000000000000002,0.08000000000000002
1712,13,587,146,2.0,0,17,-0.52,0.43999999999999995
1734,15,495,227,2.11,0,17,-0.22000000000000003,-0.03999999999999998
1740,14,551,213,2.55,0,22,0.039999999999999994,0.2
1789,25,503,146,3.17,0,28,0.2,0.4600000000000001
1737,24,516,234,2.38,0,16,-0.4,-0.12000000000000002
1583,9,500,320,0.67,0,6,-0.54,-0.66
1641,18,575,320,0.86,0,12,-0.6799999999999999,-0.6599999999999999
1739,15,501,270,1.6,0,15,0.04,-0.36
