ID,Intersect
ID1323,0.0
ID1322,0.0
ID1265,0.0
ID1209,0.0
ID1208,0.0
ID1210,0.0
ID1211,0.0
ID1212,0.0
ID1213,0.0
ID1214,0.0
ID1270,0.0
ID1271,0.0
ID1327,0.0
ID1384,0.0
ID1328,0.0
ID1385,0.0
ID1272,0.0
ID1329,0.0
ID1386,0.0
ID1330,0.0
ID1387,0.0
ID1273,0.0
ID1216,0.0
ID1215,0.0
ID1218,0.0
ID1217,3591.28822238544
ID1274,0.0
ID1275,0.0
ID1276,0.0
ID1219,0.0
ID1220,0.0
ID1221,0.0
ID1278,0.0
ID1277,0.0
ID1333,0.0
ID1334,0.0
ID1335,0.0
ID1332,0.0
ID1389,0.0
ID1331,0.0
ID1388,0.0
ID1444,0.0
ID1445,0.0
ID1446,0.0
ID1447,0.0
ID1390,0.0
ID1391,0.0
ID1392,0.0
ID1448,0.0
ID1449,0.0
ID1504,0.0
ID1505,0.0
ID1506,0.0
ID1563,0.0
ID1562,0.0
ID1561,0.0
ID1560,0.0
ID1503,0.0
ID1502,0.0
ID1501,0.0
ID1558,0.0
ID1559,0.0
ID1557,0.0
ID1500,0.0
ID1556,0.0
ID1499,0.0
ID1443,0.0
ID1442,0.0
ID1441,0.0
ID1498,0.0
ID1555,0.0
ID1611,0.0
ID1612,0.0
ID1613,0.0
ID1669,0.0
ID1670,0.0
ID1668,0.0
ID1725,0.0
ID1726,0.0
ID1782,0.0
ID1727,0.0
ID1671,0.0
ID1728,0.0
ID1729,0.0
ID1672,0.0
ID1615,0.0
ID1614,0.0
ID1616,0.0
ID1617,0.0
ID1673,0.0
ID1674,0.0
ID1618,0.0
ID1675,0.0
ID1619,0.0
ID1620,0.0
ID1677,0.0
ID1676,0.0
ID1732,0.0
ID1733,0.0
ID1734,0.0
ID1731,0.0
ID1730,0.0
ID1786,0.0
ID1787,0.0
ID1788,0.0
ID1843,0.0
ID1844,0.0
ID1845,0.0
ID1846,0.0
ID1789,0.0
ID1790,0.0
ID1791,0.0
ID1847,0.0
ID1848,0.0
ID1903,0.0
ID1904,0.0
ID1905,0.0
ID1962,0.0
ID1961,0.0
ID1960,0.0
ID1959,0.0
ID1902,0.0
ID1901,0.0
ID1900,0.0
ID1958,0.0
ID1957,0.0
ID1899,0.0
ID1956,0.0
ID1955,0.0
ID1898,0.0
ID1842,3591.1569188529497
ID1841,0.0
ID1785,0.0
ID1784,0.0
ID1840,0.0
ID1783,0.0
ID1839,0.0
ID1896,0.0
ID1897,0.0
ID1954,0.0
ID1953,0.0
ID1952,0.0
ID1951,0.0
ID1895,0.0
ID1894,0.0
ID1838,0.0
ID1837,0.0
ID1893,0.0
ID1836,0.0
ID1950,0.0
ID1949,0.0
ID1892,0.0
ID1948,0.0
ID1891,0.0
ID1834,0.0
ID1835,0.0
ID1779,0.0
ID1778,0.0
ID1777,0.0
ID1780,0.0
ID1781,0.0
ID1724,0.0
ID1723,0.0
ID1722,0.0
ID1666,0.0
ID1665,0.0
ID1667,0.0
ID1610,0.0
ID1609,0.0
ID1608,0.0
ID1664,0.0
ID1607,0.0
ID1606,0.0
ID1663,0.0
ID1720,0.0
ID1721,0.0
ID1719,0.0
ID1776,0.0
ID1718,0.0
ID1775,0.0
ID1774,0.0
ID1717,0.0
ID1662,0.0
ID1661,0.0
ID1660,0.0
ID1605,0.0
ID1604,0.0
ID1603,0.0
ID1659,0.0
ID1602,0.0
ID1601,0.0
ID1658,0.0
ID1715,0.0
ID1716,0.0
ID1773,0.0
ID1772,0.0
ID1830,0.0
ID1829,0.0
ID1831,0.0
ID1833,0.0
ID1832,0.0
ID1888,0.0
ID1889,0.0
ID1890,0.0
ID1947,0.0
ID1946,0.0
ID1945,0.0
ID1944,0.0
ID1887,0.0
ID1886,0.0
ID1943,0.0
ID1942,0.0
ID1885,0.0
ID1941,0.0
ID1884,0.0
ID1827,0.0
ID1828,0.0
ID1771,0.0
ID1770,0.0
ID1826,0.0
ID1825,0.0
ID1769,0.0
ID1768,0.0
ID1767,0.0
ID1824,0.0
ID1881,0.0
ID1882,0.0
ID1883,0.0
ID1940,0.0
ID1939,0.0
ID1938,0.0
ID1710,0.0
ID1653,0.0
ID1596,0.0
ID1539,0.0
ID1540,0.0
ID1597,0.0
ID1541,0.0
ID1598,0.0
ID1542,0.0
ID1599,0.0
ID1654,0.0
ID1655,0.0
ID1656,0.0
ID1711,0.0
ID1712,0.0
ID1713,0.0
ID1657,0.0
ID1714,0.0
ID1600,0.0
ID1543,0.0
ID1486,0.0
ID1429,0.0
ID1485,0.0
ID1428,0.0
ID1484,0.0
ID1483,0.0
ID1482,0.0
ID1427,0.0
ID1426,0.0
ID1425,0.0
ID1369,0.0
ID1368,0.0
ID1370,0.0
ID1371,0.0
ID1372,0.0
ID1315,0.0
ID1314,0.0
ID1258,0.0
ID1257,0.0
ID1201,0.0
ID1200,0.0
ID1256,0.0
ID1255,0.0
ID1199,0.0
ID1198,0.0
ID1197,0.0
ID1254,0.0
ID1311,0.0
ID1312,0.0
ID1313,0.0
ID2052,0.0
ID1995,0.0
ID1996,0.0
ID1997,0.0
ID1998,0.0
ID2055,0.0
ID2054,0.0
ID2053,0.0
ID2056,0.0
ID2057,0.0
ID1999,0.0
ID2000,0.0
ID2001,0.0
ID2058,0.0
ID2002,0.0
ID2059,0.0
ID2003,0.0
ID2004,0.0
ID2005,0.0
ID2061,0.0
ID2062,0.0
ID2060,0.0
ID2067,0.0
ID2066,0.0
ID2065,0.0
ID2064,0.0
ID2063,0.0
ID2007,0.0
ID2006,0.0
ID2008,0.0
ID2009,0.0
ID2010,0.0
ID2011,0.0
ID2012,0.0
ID2069,0.0
ID2068,0.0
ID2070,0.0
ID2071,0.0
ID2014,0.0
ID2013,0.0
ID2015,0.0
ID2016,0.0
ID2072,0.0
ID2073,0.0
ID2017,0.0
ID2074,0.0
ID2018,0.0
ID2019,0.0
ID2076,0.0
ID2075,0.0
ID2080,0.0
ID2081,0.0
ID2024,0.0
ID2023,0.0
ID2079,0.0
ID2078,0.0
ID2077,0.0
ID2022,0.0
ID2021,0.0
ID2020,0.0
ID1963,0.0
ID1964,0.0
ID1965,0.0
ID1966,0.0
ID1967,0.0
ID1968,0.0
ID2025,0.0
ID1969,0.0
ID2026,0.0
ID2082,0.0
ID2083,0.0
ID2027,0.0
ID2084,0.0
ID2028,0.0
ID2085,0.0
ID2086,0.0
ID2029,0.0
ID1971,0.0
ID1970,0.0
ID1972,0.0
ID1973,0.0
ID2030,0.0
ID2031,0.0
ID1974,0.0
ID1975,0.0
ID1976,0.0
ID1977,0.0
ID2032,0.0
ID2033,0.0
ID2034,0.0
ID2088,0.0
ID2089,0.0
ID2090,0.0
ID2091,0.0
ID2087,0.0
ID2095,0.0
ID2094,0.0
ID2038,0.0
ID2037,0.0
ID2093,0.0
ID2036,0.0
ID2092,0.0
ID2035,0.0
ID1979,0.0
ID1978,0.0
ID1980,0.0
ID1981,0.0
ID1982,0.0
ID1983,0.0
ID1926,0.0
ID1927,0.0
ID1984,0.0
ID2040,0.0
ID2041,0.0
ID2039,0.0
ID2096,0.0
ID2097,0.0
ID2098,0.0
ID2042,0.0
ID2099,0.0
ID2100,0.0
ID2043,0.0
ID1986,0.0
ID1985,0.0
ID1928,0.0
ID1929,0.0
ID1987,0.0
ID1930,0.0
ID2044,0.0
ID2045,0.0
ID1988,0.0
ID2046,0.0
ID1989,0.0
ID1931,0.0
ID1932,0.0
ID1990,0.0
ID1933,0.0
ID1934,0.0
ID1991,0.0
ID2047,0.0
ID2048,0.0
ID2103,0.0
ID2104,0.0
ID2105,0.0
ID2102,0.0
ID2101,0.0
ID2108,0.0
ID2051,0.0
ID2050,0.0
ID2107,0.0
ID2106,0.0
ID2049,0.0
ID1993,0.0
ID1992,0.0
ID1935,0.0
ID1936,0.0
ID1937,0.0
ID1994,0.0
ID1880,0.0
ID1879,0.0
ID1878,0.0
ID1877,0.0
ID1822,0.0
ID1821,0.0
ID1820,0.0
ID1764,0.0
ID1763,0.0
ID1765,0.0
ID1766,0.0
ID1823,0.0
ID1709,0.0
ID1652,0.0
ID1651,0.0
ID1708,0.0
ID1707,0.0
ID1706,0.0
ID1649,0.0
ID1650,0.0
ID1594,0.0
ID1593,0.0
ID1592,0.0
ID1535,0.0
ID1536,0.0
ID1537,0.0
ID1595,0.0
ID1538,0.0
ID1367,0.0
ID1366,0.0
ID1310,0.0
ID1309,0.0
ID1253,0.0
ID1252,0.0
ID1196,0.0
ID1195,0.0
ID1251,0.0
ID1194,0.0
ID1193,0.0
ID1250,0.0
ID1307,0.0
ID1308,0.0
ID1365,0.0
ID1364,0.0
ID1422,0.0
ID1421,0.0
ID1478,0.0
ID1479,0.0
ID1423,0.0
ID1480,0.0
ID1424,0.0
ID1481,0.0
ID1534,0.0
ID1477,0.0
ID1476,0.0
ID1533,0.0
ID1590,0.0
ID1589,0.0
ID1532,0.0
ID1531,0.0
ID1588,0.0
ID1530,0.0
ID1587,0.0
ID1474,0.0
ID1473,0.0
ID1475,0.0
ID1418,0.0
ID1419,0.0
ID1417,0.0
ID1416,0.0
ID1360,0.0
ID1359,0.0
ID1361,0.0
ID1362,0.0
ID1363,0.0
ID1420,0.0
ID1306,0.0
ID1305,0.0
ID1248,0.0
ID1249,0.0
ID1192,0.0
ID1191,0.0
ID1247,0.0
ID1246,0.0
ID1189,0.0
ID1190,0.0
ID1188,0.0
ID1245,0.0
ID1302,0.0
ID1303,0.0
ID1304,0.0
ID1358,0.0
ID1301,0.0
ID1357,0.0
ID1300,0.0
ID1243,0.0
ID1244,0.0
ID1187,0.0
ID1186,0.0
ID1242,0.0
ID1185,0.0
ID1241,0.0
ID1184,0.0
ID1183,0.0
ID1240,0.0
ID1297,0.0
ID1298,0.0
ID1299,0.0
ID1356,0.0
ID1355,0.0
ID1354,0.0
ID1411,0.0
ID1412,0.0
ID1413,0.0
ID1468,0.0
ID1469,0.0
ID1470,0.0
ID1471,0.0
ID1414,0.0
ID1415,0.0
ID1472,0.0
ID1528,0.0
ID1529,0.0
ID1586,0.0
ID1585,0.0
ID1584,0.0
ID1527,0.0
ID1526,0.0
ID1525,0.0
ID1583,0.0
ID1582,0.0
ID1641,0.0
ID1642,0.0
ID1640,0.0
ID1639,0.0
ID1697,0.0
ID1696,0.0
ID1698,0.0
ID1754,0.0
ID1753,0.0
ID1755,0.0
ID1756,0.0
ID1699,0.0
ID1700,0.0
ID1643,0.0
ID1757,0.0
ID1701,0.0
ID1758,0.0
ID1644,0.0
ID1645,0.0
ID1646,0.0
ID1647,0.0
ID1591,0.0
ID1648,0.0
ID1704,0.0
ID1705,0.0
ID1762,0.0
ID1761,0.0
ID1760,0.0
ID1759,0.0
ID1702,0.0
ID1703,0.0
ID1816,0.0
ID1815,0.0
ID1872,0.0
ID1873,0.0
ID1817,0.0
ID1874,0.0
ID1875,0.0
ID1818,0.0
ID1819,0.0
ID1876,0.0
ID1871,0.0
ID1870,0.0
ID1814,0.0
ID1813,0.0
ID1869,0.0
ID1812,0.0
ID1811,0.0
ID1810,0.0
ID1868,0.0
ID1867,0.0
ID1924,0.0
ID1925,0.0
ID1923,0.0
ID1866,0.0
ID1865,0.0
ID1922,0.0
ID1921,0.0
ID1920,0.0
ID1864,0.0
ID1863,0.0
ID1808,0.0
ID1807,0.0
ID1806,0.0
ID1749,0.0
ID1750,0.0
ID1751,0.0
ID1809,0.0
ID1752,0.0
ID1695,0.0
ID1694,0.0
ID1637,0.0
ID1638,0.0
ID1581,0.0
ID1580,0.0
ID1636,0.0
ID1579,0.0
ID1578,1795.6086029306273
ID1635,0.0
ID1692,0.0
ID1693,0.0
ID1748,0.0
ID1691,0.0
ID1690,0.0
ID1747,0.0
ID1746,0.0
ID1689,0.0
ID1632,0.0
ID1633,0.0
ID1634,0.0
ID1577,0.0
ID1576,0.0
ID1575,0.0
ID1631,0.0
ID1574,0.0
ID1630,0.0
ID1573,0.0
ID1687,0.0
ID1688,0.0
ID1745,0.0
ID1744,0.0
ID1801,0.0
ID1802,0.0
ID1858,0.0
ID1859,0.0
ID1803,0.0
ID1860,0.0
ID1804,0.0
ID1805,0.0
ID1862,0.0
ID1861,0.0
ID1917,0.0
ID1918,0.0
ID1919,0.0
ID1916,0.0
ID1915,0.0
ID1914,0.0
ID1913,0.0
ID1912,0.0
ID1857,0.0
ID1856,0.0
ID1855,0.0
ID1800,0.0
ID1743,0.0
ID1799,0.0
ID1742,0.0
ID1741,0.0
ID1798,0.0
ID1854,0.0
ID1797,0.0
ID1740,0.0
ID1796,0.0
ID1739,0.0
ID1853,0.0
ID1910,0.0
ID1911,0.0
ID1909,0.0
ID1852,0.0
ID1908,0.0
ID1851,0.0
ID1907,0.0
ID1906,0.0
ID1849,0.0
ID1850,0.0
ID1793,0.0
ID1794,0.0
ID1792,0.0
ID1735,0.0
ID1736,0.0
ID1737,0.0
ID1738,0.0
ID1795,0.0
ID1681,0.0
ID1682,0.0
ID1680,0.0
ID1679,0.0
ID1678,0.0
ID1622,0.0
ID1623,0.0
ID1621,0.0
ID1564,0.0
ID1565,0.0
ID1566,0.0
ID1567,0.0
ID1624,0.0
ID1625,0.0
ID1568,0.0
ID1569,0.0
ID1626,0.0
ID1570,0.0
ID1627,0.0
ID1684,0.0
ID1683,0.0
ID1686,0.0
ID1685,0.0
ID1629,0.0
ID1628,0.0
ID1571,0.0
ID1572,0.0
ID1515,0.0
ID1516,0.0
ID1514,0.0
ID1513,0.0
ID1458,0.0
ID1457,0.0
ID1456,0.0
ID1459,0.0
ID1401,0.0
ID1402,0.0
ID1345,0.0
ID1344,0.0
ID1400,0.0
ID1343,0.0
ID1342,0.0
ID1399,0.0
ID1455,0.0
ID1398,0.0
ID1341,0.0
ID1397,0.0
ID1340,0.0
ID1454,0.0
ID1512,0.0
ID1511,0.0
ID1510,0.0
ID1453,0.0
ID1509,0.0
ID1452,0.0
ID1508,0.0
ID1507,0.0
ID1450,0.0
ID1451,0.0
ID1394,0.0
ID1395,0.0
ID1393,0.0
ID1336,0.0
ID1337,0.0
ID1338,0.0
ID1396,0.0
ID1339,0.0
ID1282,0.0
ID1283,0.0
ID1281,0.0
ID1279,0.0
ID1280,0.0
ID1224,0.0
ID1223,0.0
ID1222,0.0
ID1165,0.0
ID1166,0.0
ID1167,0.0
ID1168,0.0
ID1225,0.0
ID1226,0.0
ID1169,0.0
ID1170,0.0
ID1227,0.0
ID1171,0.0
ID1228,0.0
ID1285,0.0
ID1284,0.0
ID1286,0.0
ID1287,0.0
ID1288,0.0
ID1231,0.0
ID1230,0.0
ID1229,0.0
ID1173,0.0
ID1172,0.0
ID1174,0.0
ID1175,0.0
ID1232,0.0
ID1289,0.0
ID1233,0.0
ID1290,0.0
ID1176,0.0
ID1177,0.0
ID1234,0.0
ID1178,0.0
ID1179,0.0
ID1235,0.0
ID1236,0.0
ID1293,0.0
ID1292,0.0
ID1291,0.0
ID1348,0.0
ID1349,0.0
ID1350,0.0
ID1347,0.0
ID1346,0.0
ID1403,0.0
ID1404,0.0
ID1460,0.0
ID1461,0.0
ID1517,0.0
ID1518,0.0
ID1462,0.0
ID1519,0.0
ID1520,0.0
ID1521,0.0
ID1464,0.0
ID1463,0.0
ID1407,0.0
ID1406,0.0
ID1405,0.0
ID1408,0.0
ID1351,0.0
ID1352,0.0
ID1409,0.0
ID1465,0.0
ID1466,0.0
ID1522,0.0
ID1523,0.0
ID1467,0.0
ID1524,0.0
ID1410,0.0
ID1353,0.0
ID1296,0.0
ID1239,0.0
ID1238,0.0
ID1295,0.0
ID1294,0.0
ID1237,0.0
ID1180,0.0
ID1181,0.0
ID1182,0.0
ID1126,0.0
ID1125,0.0
ID1069,0.0
ID1068,0.0
ID1067,0.0
ID1124,0.0
ID1123,0.0
ID1122,0.0
ID1066,0.0
ID1065,0.0
ID1010,0.0
ID1009,0.0
ID1008,0.0
ID951,0.0
ID952,0.0
ID953,0.0
ID1011,0.0
ID954,0.0
ID1012,0.0
ID955,0.0
ID898,0.0
ID897,0.0
ID896,0.0
ID841,0.0
ID840,0.0
ID784,0.0
ID783,0.0
ID782,0.0
ID839,0.0
ID838,0.0
ID895,0.0
ID781,0.0
ID837,0.0
ID780,0.0
ID894,0.0
ID950,0.0
ID893,0.0
ID949,0.0
ID948,7182.672776245701
ID892,0.0
ID891,0.0
ID836,0.0
ID835,0.0
ID779,0.0
ID778,0.0
ID777,0.0
ID834,0.0
ID833,0.0
ID890,0.0
ID776,0.0
ID832,0.0
ID775,0.0
ID889,0.0
ID946,0.0
ID947,0.0
ID1003,0.0
ID1004,0.0
ID1060,0.0
ID1061,0.0
ID1005,0.0
ID1062,0.0
ID1006,0.0
ID1007,0.0
ID1063,0.0
ID1064,0.0
ID1120,0.0
ID1119,0.0
ID1121,0.0
ID1118,0.0
ID1117,0.0
ID1116,0.0
ID1115,0.0
ID1114,0.0
ID1058,0.0
ID1057,0.0
ID1059,0.0
ID1002,0.0
ID945,0.0
ID1001,0.0
ID944,23343.73202713181
ID1000,0.0
ID943,0.0
ID1056,0.0
ID999,0.0
ID942,0.0
ID941,0.0
ID998,0.0
ID1055,0.0
ID1112,0.0
ID1113,0.0
ID1111,0.0
ID1054,0.0
ID1110,0.0
ID1053,0.0
ID1109,0.0
ID1108,0.0
ID1051,0.0
ID1052,0.0
ID995,0.0
ID996,0.0
ID994,0.0
ID940,0.0
ID997,0.0
ID884,0.0
ID883,0.0
ID882,0.0
ID939,0.0
ID938,0.0
ID937,0.0
ID880,0.0
ID881,0.0
ID824,0.0
ID825,0.0
ID823,0.0
ID766,0.0
ID767,0.0
ID768,0.0
ID769,0.0
ID826,0.0
ID827,0.0
ID770,0.0
ID771,0.0
ID828,0.0
ID772,0.0
ID829,0.0
ID886,0.0
ID885,0.0
ID887,39504.85800026466
ID888,0.0
ID831,0.0
ID830,0.0
ID774,0.0
ID773,0.0
ID717,0.0
ID718,0.0
ID716,0.0
ID715,0.0
ID659,0.0
ID658,0.0
ID660,0.0
ID661,0.0
ID603,0.0
ID604,0.0
ID602,0.0
ID601,0.0
ID657,0.0
ID600,0.0
ID599,0.0
ID656,0.0
ID713,0.0
ID714,0.0
ID712,0.0
ID655,0.0
ID711,0.0
ID654,0.0
ID710,0.0
ID709,0.0
ID652,0.0
ID653,0.0
ID597,0.0
ID596,0.0
ID595,0.0
ID598,0.0
ID542,0.0
ID541,0.0
ID484,0.0
ID485,0.0
ID540,0.0
ID483,0.0
ID539,0.0
ID538,0.0
ID481,0.0
ID482,0.0
ID425,0.0
ID426,0.0
ID424,0.0
ID367,0.0
ID368,0.0
ID369,0.0
ID370,0.0
ID427,0.0
ID428,0.0
ID371,0.0
ID372,0.0
ID429,0.0
ID373,0.0
ID430,0.0
ID487,0.0
ID486,0.0
ID543,0.0
ID544,0.0
ID488,0.0
ID489,0.0
ID546,0.0
ID545,0.0
ID547,0.0
ID490,0.0
ID432,0.0
ID433,0.0
ID431,0.0
ID374,0.0
ID375,0.0
ID376,0.0
ID377,0.0
ID434,0.0
ID491,0.0
ID435,0.0
ID492,0.0
ID378,0.0
ID379,0.0
ID436,0.0
ID380,9619.944229433328
ID381,0.0
ID437,2052.2222952325583
ID438,0.0
ID494,0.0
ID495,0.0
ID493,0.0
ID549,0.0
ID550,0.0
ID551,0.0
ID552,0.0
ID607,0.0
ID606,0.0
ID605,0.0
ID548,0.0
ID662,0.0
ID663,0.0
ID719,0.0
ID720,0.0
ID664,0.0
ID721,0.0
ID722,0.0
ID723,0.0
ID665,0.0
ID666,0.0
ID609,0.0
ID608,0.0
ID610,0.0
ID553,0.0
ID554,0.0
ID611,0.0
ID667,0.0
ID668,0.0
ID724,0.0
ID725,0.0
ID669,0.0
ID726,0.0
ID727,0.0
ID670,0.0
ID613,0.0
ID612,0.0
ID555,0.0
ID556,0.0
ID499,0.0
ID498,0.0
ID497,0.0
ID496,0.0
ID439,0.0
ID440,0.0
ID382,0.0
ID383,0.0
ID384,0.0
ID441,0.0
ID442,0.0
ID385,0.0
ID386,0.0
ID443,0.0
ID444,0.0
ID387,0.0
ID388,0.0
ID445,0.0
ID502,0.0
ID501,0.0
ID500,0.0
ID558,0.0
ID557,0.0
ID559,0.0
ID503,0.0
ID560,0.0
ID561,0.0
ID504,0.0
ID447,0.0
ID446,0.0
ID389,0.0
ID390,0.0
ID391,0.0
ID448,0.0
ID505,0.0
ID449,0.0
ID506,0.0
