ID,Intersect
ID450,0.0
ID507,0.0
ID393,0.0
ID392,0.0
ID451,0.0
ID394,0.0
ID395,0.0
ID452,0.0
ID509,0.0
ID508,0.0
ID565,0.0
ID566,0.0
ID564,0.0
ID563,0.0
ID562,0.0
ID618,0.0
ID619,0.0
ID675,0.0
ID676,0.0
ID620,0.0
ID677,0.0
ID678,0.0
ID621,0.0
ID622,0.0
ID623,0.0
ID679,0.0
ID680,0.0
ID735,0.0
ID736,0.0
ID737,0.0
ID793,0.0
ID794,0.0
ID792,0.0
ID791,0.0
ID734,0.0
ID790,0.0
ID733,0.0
ID732,0.0
ID789,0.0
ID731,6930.46420708187
ID788,0.0
ID730,0.0
ID787,0.0
ID673,0.0
ID674,10128.62258958413
ID617,0.0
ID616,0.0
ID672,0.0
ID615,0.0
ID614,0.0
ID671,0.0
ID728,0.0
ID729,0.0
ID786,0.0
ID785,0.0
ID843,0.0
ID842,0.0
ID899,0.0
ID900,0.0
ID901,0.0
ID844,0.0
ID845,0.0
ID846,0.0
ID903,0.0
ID902,0.0
ID959,0.0
ID960,0.0
ID958,0.0
ID957,0.0
ID956,0.0
ID1013,0.0
ID1014,0.0
ID1015,0.0
ID1071,0.0
ID1072,0.0
ID1070,0.0
ID1127,0.0
ID1128,0.0
ID1129,0.0
ID1073,0.0
ID1130,0.0
ID1131,0.0
ID1074,0.0
ID1017,0.0
ID1016,0.0
ID961,0.0
ID1018,0.0
ID962,0.0
ID1019,0.0
ID963,0.0
ID1020,0.0
ID1077,0.0
ID1076,0.0
ID1075,0.0
ID1132,0.0
ID1133,0.0
ID1134,0.0
ID1078,0.0
ID1135,0.0
ID1136,0.0
ID1079,0.0
ID1022,0.0
ID1021,0.0
ID964,0.0
ID965,0.0
ID907,0.0
ID908,0.0
ID851,0.0
ID850,0.0
ID906,0.0
ID849,0.0
ID905,0.0
ID904,0.0
ID847,0.0
ID848,0.0
ID795,0.0
ID852,0.0
ID853,0.0
ID796,0.0
ID797,0.0
ID854,0.0
ID910,0.0
ID911,0.0
ID968,0.0
ID967,0.0
ID966,0.0
ID909,0.0
ID1023,0.0
ID1024,0.0
ID1081,0.0
ID1080,0.0
ID1137,0.0
ID1138,0.0
ID1082,0.0
ID1139,0.0
ID1025,0.0
ID740,0.0
ID683,0.0
ID682,0.0
ID739,0.0
ID738,0.0
ID681,0.0
ID625,0.0
ID624,0.0
ID567,0.0
ID568,0.0
ID569,0.0
ID626,0.0
ID512,0.0
ID511,0.0
ID510,0.0
ID454,0.0
ID453,0.0
ID396,0.0
ID397,0.0
ID398,0.0
ID455,0.0
ID53,0.0
ID54,0.0
ID55,0.0
ID112,0.0
ID111,0.0
ID110,0.0
ID168,0.0
ID167,0.0
ID169,0.0
ID113,0.0
ID170,0.0
ID56,0.0
ID341,0.0
ID340,0.0
ID283,0.0
ID284,0.0
ID227,0.0
ID226,0.0
ID282,0.0
ID225,0.0
ID224,0.0
ID281,0.0
ID338,0.0
ID339,0.0
ID337,0.0
ID280,0.0
ID336,0.0
ID279,0.0
ID335,0.0
ID334,0.0
ID333,0.0
ID277,0.0
ID276,0.0
ID278,0.0
ID222,6285.067505675067
ID221,0.0
ID220,0.0
ID219,0.0
ID162,0.0
ID163,0.0
ID164,0.0
ID165,0.0
ID166,0.0
ID223,0.0
ID109,0.0
ID108,0.0
ID52,0.0
ID51,0.0
ID107,0.0
ID50,0.0
ID106,0.0
ID49,0.0
ID48,0.0
ID105,0.0
ID161,0.0
ID218,0.0
ID160,0.0
ID217,0.0
ID104,0.0
ID103,0.0
ID47,0.0
ID46,0.0
ID102,0.0
ID45,0.0
ID44,0.0
ID43,0.0
ID101,0.0
ID100,0.0
ID157,0.0
ID158,0.0
ID159,0.0
ID216,0.0
ID215,0.0
ID214,0.0
ID272,0.0
ID271,0.0
ID273,0.0
ID274,0.0
ID275,0.0
ID331,0.0
ID332,0.0
ID330,0.0
ID329,0.0
ID328,0.0
ID327,0.0
ID326,0.0
ID269,0.0
ID270,0.0
ID213,0.0
ID212,0.0
ID268,0.0
ID211,0.0
ID210,0.0
ID267,0.0
ID324,0.0
ID325,0.0
ID323,0.0
ID322,0.0
ID266,0.0
ID265,0.0
ID321,0.0
ID264,0.0
ID320,0.0
ID319,0.0
ID262,0.0
ID263,0.0
ID206,0.0
ID205,0.0
ID207,0.0
ID208,0.0
ID209,0.0
ID152,0.0
ID153,0.0
ID151,0.0
ID95,4489.3595443551685
ID96,0.0
ID94,0.0
ID93,0.0
ID150,0.0
ID149,0.0
ID148,0.0
ID92,0.0
ID91,0.0
ID36,0.0
ID35,0.0
ID34,0.0
ID37,0.0
ID38,0.0
ID39,0.0
ID40,0.0
ID41,0.0
ID97,0.0
ID98,0.0
ID154,0.0
ID155,0.0
ID99,0.0
ID156,0.0
ID42,0.0
ID24,0.0
ID25,0.0
ID26,0.0
ID27,0.0
ID83,0.0
ID82,0.0
ID84,0.0
ID81,0.0
ID138,0.0
ID139,0.0
ID195,0.0
ID196,0.0
ID140,0.0
ID197,0.0
ID198,0.0
ID141,0.0
ID85,0.0
ID142,0.0
ID199,0.0
ID143,0.0
ID200,0.0
ID86,0.0
ID29,6285.114333125293
ID28,0.0
ID30,0.0
ID87,0.0
ID31,0.0
ID88,0.0
ID32,0.0
ID33,0.0
ID90,0.0
ID89,0.0
ID145,0.0
ID146,0.0
ID147,0.0
ID204,0.0
ID203,0.0
ID202,0.0
ID201,0.0
ID144,0.0
ID258,0.0
ID257,0.0
ID259,0.0
ID260,0.0
ID261,0.0
ID317,0.0
ID316,0.0
ID318,0.0
ID315,0.0
ID314,0.0
ID313,0.0
ID312,0.0
ID255,0.0
ID256,0.0
ID253,0.0
ID254,0.0
ID252,0.0
ID310,0.0
ID309,0.0
ID311,0.0
ID308,0.0
ID307,0.0
ID306,0.0
ID305,0.0
ID304,0.0
ID250,0.0
ID249,0.0
ID248,0.0
ID247,0.0
ID191,0.0
ID192,0.0
ID190,0.0
ID193,2470.0767511561785
ID194,4712.854716998762
ID251,0.0
ID137,0.0
ID136,0.0
ID79,0.0
ID80,0.0
ID23,0.0
ID22,3591.4986730894307
ID78,0.0
ID21,0.0
ID20,0.0
ID19,0.0
ID76,0.0
ID77,0.0
ID134,0.0
ID133,0.0
ID135,0.0
ID132,0.0
ID189,0.0
ID188,0.0
ID131,0.0
ID75,0.0
ID74,0.0
ID18,0.0
ID17,0.0
ID73,0.0
ID16,0.0
ID15,0.0
ID72,0.0
ID129,0.0
ID130,0.0
ID187,0.0
ID186,0.0
ID243,0.0
ID244,0.0
ID300,0.0
ID301,0.0
ID245,0.0
ID302,0.0
ID246,0.0
ID303,0.0
ID299,0.0
ID298,0.0
ID297,0.0
ID242,0.0
ID241,0.0
ID185,0.0
ID184,0.0
ID183,0.0
ID240,0.0
ID239,0.0
ID296,0.0
ID182,0.0
ID238,0.0
ID181,0.0
ID295,0.0
ID294,0.0
ID293,0.0
ID292,0.0
ID291,0.0
ID290,0.0
ID235,0.0
ID234,0.0
ID233,0.0
ID177,0.0
ID176,0.0
ID178,0.0
ID179,0.0
ID180,0.0
ID236,0.0
ID237,0.0
ID123,0.0
ID124,0.0
ID67,0.0
ID66,0.0
ID122,0.0
ID65,0.0
ID64,0.0
ID121,0.0
ID120,0.0
ID119,0.0
ID62,0.0
ID63,0.0
ID7,0.0
ID6,0.0
ID5,0.0
ID8,0.0
ID9,0.0
ID10,0.0
ID11,0.0
ID12,0.0
ID68,0.0
ID69,0.0
ID125,0.0
ID126,0.0
ID70,0.0
ID127,0.0
ID128,0.0
ID71,0.0
ID14,0.0
ID13,0.0
ID4,0.0
ID3,0.0
ID2,0.0
ID1,0.0
ID0,0.0
ID114,0.0
ID171,0.0
ID57,0.0
ID58,0.0
ID59,0.0
ID60,0.0
ID61,0.0
ID117,0.0
ID118,0.0
ID175,0.0
ID174,0.0
ID173,0.0
ID172,0.0
ID116,0.0
ID115,0.0
ID228,0.0
ID229,0.0
ID285,0.0
ID286,0.0
ID230,0.0
ID287,0.0
ID288,0.0
ID231,0.0
ID232,0.0
ID289,0.0
ID344,0.0
ID343,0.0
ID342,0.0
