d_oldage,d_health,d_rvf,d_cbpp,hsize_mean,hsize_min,hsize_max,rvf,cbpp
1682,21,524,199,2.05,0,21,-0.19999999999999998,0.02
1631,12,526,291,1.12,0,11,-0.18,-0.24
1667,16,511,346,1.76,0,20,0.04,-0.2800000000000001
1618,18,510,273,1.62,0,15,-0.039999999999999994,-0.3
1671,10,500,314,1.49,0,16,-0.12,-0.28
1686,20,545,267,2.55,0,33,-0.06000000000000001,-0.1
1670,18,514,254,2.34,0,17,0.11999999999999997,-0.06000000000000001
1705,11,518,273,1.58,0,14,-0.13999999999999999,-0.2
1667,16,505,254,1.6,0,24,-0.020000000000000007,-0.16
1698,17,518,224,2.39,0,18,-0.21999999999999997,-0.08
1690,14,478,270,1.9,0,18,0.04000000000000001,-0.27999999999999997
1781,20,511,193,2.63,0,18,-0.12000000000000002,0.039999999999999994
1661,10,488,272,1.62,0,15,-0.12,-0.2
1700,19,503,218,2.67,0,28,-0.08000000000000003,0.12000000000000002
1695,24,501,259,2.21,0,18,0.02,-0.1
1689,9,481,229,1.68,0,15,0.039999999999999994,-0.1
1660,12,537,256,2.12,0,17,-0.12,-0.16
1644,13,485,289,1.05,0,18,-0.019999999999999997,-0.16
1566,16,470,278,1.34,0,17,-0.08,-0.24
1688,15,510,226,1.69,0,17,-0.06000000000000001,-0.08
1667,23,533,248,2.23,0,17,-0.12,-0.16
1718,18,533,199,2.55,0,26,-0.2,0.06
1697,13,521,251,1.93,0,17,-0.039999999999999994,-0.14
1657,13,551,219,2.35,0,25,-0.26000000000000006,0.06000000000000001
1677,11,518,225,1.56,0,17,-0.24000000000000005,0.019999999999999997
1662,14,452,273,1.44,0,15,-0.06,-0.18000000000000002
1674,12,534,283,2.26,0,21,-0.12000000000000002,-0.18
1710,17,523,249,2.22,0,25,-0.039999999999999994,-0.039999999999999994
1683,24,516,224,2.46,0,18,-0.12000000000000002,0.04000000000000001
1655,13,553,237,1.49,0,14,-0.12000000000000002,-0.02
1632,15,617,242,1.67,0,25,-0.25999999999999995,-0.06000000000000001
1698,10,493,226,1.76,0,27,0.08000000000000002,-0.12
1671,12,522,235,1.78,0,16,-0.04000000000000002,-0.12
1643,4,496,274,1.71,0,23,-0.039999999999999994,-0.14
1701,17,567,277,2.39,0,14,-0.12000000000000002,-0.12
1609,8,522,250,1.2,0,24,-0.20000000000000004,-0.12
1673,14,553,248,1.7,0,18,-0.13999999999999999,-0.09999999999999998
1705,11,507,207,2.4,0,21,0.08,-0.08
1669,14,499,251,1.5,0,14,-0.12000000000000002,-0.18000000000000002
1715,14,523,214,2.56,0,21,-0.16,0.04
1714,18,511,231,2.41,0,23,-0.04000000000000001,-0.10000000000000002
1641,25,601,252,2.28,0,21,-0.14,-0.12000000000000002
1621,8,555,207,1.66,0,14,-0.18,0.04
1715,17,507,226,2.15,0,19,-0.06,-0.13999999999999999
1679,22,561,247,1.6,0,13,-0.04000000000000001,0.0
1682,14,528,261,1.57,0,22,-0.12000000000000002,-0.13999999999999999
1664,16,524,254,2.41,0,19,-0.09999999999999999,-0.2
1695,17,516,191,1.83,0,14,0.0,0.04000000000000001
1719,15,512,227,2.02,0,16,-0.14,0.019999999999999997
1681,20,511,226,1.98,0,14,0.16,-0.020000000000000007
