ID,mean
ID798,0.5675258930991678
ID741,0.5416117703213411
ID855,0.4988505924449247
ID912,0.4144452985595255
ID969,0.3735388292985804
ID1083,0.42119118325850546
ID1140,0.40809118116603177
ID1026,0.3952476462897132
ID970,0.4208076582235448
ID1027,0.39556118284954744
ID971,0.4200141275630278
ID972,0.385778826825759
ID1028,0.39714706364799945
ID1029,0.3698500040699454
ID1085,0.40153234741267035
ID1086,0.35378529148943283
ID1084,0.39731529740726246
ID1141,0.4033452924560098
ID1142,0.37816000615849216
ID1143,0.3488264806130353
ID1087,0.3445746996823479
ID1144,0.34861941057093004
ID1145,0.41567529720418595
ID1088,0.4073405763682197
ID1031,0.4130482333547929
ID1030,0.37003000448731815
ID973,0.4092158861020032
ID974,0.4650000035762787
ID917,0.5659029357573565
ID916,0.49081765413284295
ID860,0.6599964492461261
ID859,0.6022011890130885
ID915,0.44880705861484305
ID858,0.5363188329864951
ID914,0.4609099966638228
ID913,0.4491117684280171
ID856,0.5319805825457853
ID857,0.5295405889258664
ID800,0.6244488197214463
ID801,0.6083411988090066
ID799,0.6207382342394661
ID742,0.5811600096085492
ID743,0.6112646860234878
ID744,0.5635870512794046
ID745,0.5565152876517352
ID802,0.6316870731465957
ID803,0.6779741048812866
ID746,0.6075523404514088
ID687,0.5638064742088318
ID688,0.524708226849051
ID689,0.5334952992551467
ID632,0.5254123631645652
ID631,0.5416888293098001
ID575,0.5130247038953445
ID574,0.4909999896498287
ID630,0.604923537198235
ID573,0.5474076299106374
ID686,0.6148988267954658
ID629,0.6434706007733064
ID685,0.548175304777482
ID628,0.6278035332174863
ID572,0.6234253097982967
ID571,0.6508429464171914
ID570,0.6485523322049309
ID627,0.5941793932634242
ID684,0.4947217618717867
ID513,0.5904417577911826
ID456,0.5598370355718276
ID399,0.5568746847264907
ID400,0.5936929289032431
ID401,0.5925429372226491
ID402,0.5466988177860485
ID457,0.6003094021011801
ID458,0.5782293964834775
ID459,0.517949405487846
ID514,0.6200158960678999
ID515,0.6043564859558554
ID516,0.5216664678910199
ID460,0.4785117696313297
ID517,0.4600446960505317
ID518,0.48750469263862156
ID461,0.4695129429592806
ID404,0.4674247096566593
ID403,0.5058894066249623
ID345,0.55264471208348
ID346,0.510130568111644
ID347,0.48384999177035165
ID405,0.49272881816415226
ID348,0.4552411752588609
ID462,0.5413982138914221
ID406,0.5181588243035709
ID463,0.5802035240566029
ID349,0.4279605872490827
ID407,0.527748246753917
ID350,0.42373117208480837
ID408,0.5115829467773437
ID351,0.4211564688121572
ID352,0.49826762255500345
ID409,0.5661829513662002
ID465,0.566807655025931
ID466,0.617482938485987
ID464,0.5675464833483976
ID521,0.5899499935262343
ID520,0.6148617744445801
ID522,0.5973164572435267
ID523,0.6192564683801988
ID579,0.553228235244751
ID580,0.5379164744825924
ID578,0.5470476515152876
ID577,0.558145321116728
ID576,0.5552382476189557
ID519,0.5886923467411714
ID633,0.5156982470961178
ID634,0.4859729556476369
ID691,0.4714570515296038
ID690,0.5324135387645048
ID747,0.6190293985254625
ID748,0.5422252725152408
ID692,0.4562647009597105
ID693,0.46726823098519266
ID749,0.4720452918725855
ID750,0.4610741159495185
ID751,0.5755299904767204
ID694,0.5499535055721507
ID637,0.5046641076312346
ID636,0.4878641247749329
ID635,0.4925864864798153
ID581,0.567108819063972
ID638,0.5807958673028385
ID582,0.6263305818333345
ID639,0.6254047043183271
ID696,0.6310517591588638
ID695,0.5975223162594964
ID752,0.6224193951662849
ID753,0.6528988038792329
ID697,0.6162482275682337
ID754,0.6222352925468894
ID698,0.6192646917174844
ID755,0.6054576509139117
ID756,0.6287347085335675
ID699,0.6463123503853293
ID642,0.6809864661272834
ID641,0.6595782308017507
ID640,0.6356711836422191
ID583,0.6508888188530417
ID584,0.7018994029830483
ID585,0.6913023331586052
ID528,0.7007776526843801
ID527,0.7249547011712019
ID526,0.6803123305825627
ID470,0.7380835294723511
ID471,0.7394747011801776
ID469,0.6966100033591776
ID468,0.6404123502619126
ID525,0.6363699842901791
ID524,0.6046376445714166
ID467,0.6314899998552659
ID411,0.6245652935084174
ID410,0.6207576562376583
ID353,0.5622647018993602
ID354,0.5565105950131136
ID412,0.6731582557453829
ID355,0.5925788220237282
ID413,0.7053547207046957
ID414,0.6910870524013744
ID356,0.6322900056838989
ID357,0.5945270622477812
ID415,0.5553394103751463
ID358,0.49648764343822704
ID416,0.47463823241346026
ID359,0.43966705097871667
ID472,0.5821211765794193
ID473,0.5024076454779681
ID529,0.5558594142689425
ID586,0.57846879678614
ID530,0.5193647076101864
ID587,0.5707599962458891
ID474,0.5226247058195226
ID531,0.5628505924168755
ID588,0.5966205779243918
ID532,0.5498770622646107
ID589,0.550357052859138
ID475,0.5400752986178678
ID418,0.5284088282024159
ID417,0.5010846965453204
ID360,0.477456472901737
ID361,0.49545295028125547
ID362,0.4786499994642594
ID419,0.5358088289990144
ID363,0.465365299056558
ID420,0.5085858681622673
ID476,0.552532940752366
ID477,0.5473764714072732
ID478,0.49861646890640254
ID421,0.48504645894555487
ID364,0.47413412753273465
ID422,0.4857135271324831
ID365,0.48148352608961215
ID423,0.4944670600049636
ID366,0.492444103605607
ID479,0.4908623709398158
ID480,0.4888570771497839
ID535,0.4852370602243087
ID536,0.48369178701849547
ID537,0.49714472504223095
ID594,0.5006605814484989
ID593,0.4733717679977417
ID592,0.46567117221215193
ID591,0.4809282190659467
ID534,0.5156717615969041
ID533,0.5148670512087206
ID590,0.4890282273292541
ID647,0.49816704778110277
ID648,0.47480351258726683
ID646,0.5604270584443036
ID649,0.4650699902983273
ID650,0.46967469453811644
ID651,0.4857546981643228
ID706,0.47447999820989717
ID707,0.4578882287530338
ID708,0.4544935317600475
ID764,0.42803176746648897
ID765,0.4228635314632865
ID763,0.45270941993769476
ID762,0.4891600167050081
ID705,0.49015117953805365
ID704,0.5142735411139095
ID703,0.5396329416948206
ID761,0.5416217803955078
ID760,0.5401370455236996
ID759,0.4963799785165226
ID702,0.5268829401801614
ID758,0.528759424125447
ID701,0.5487000128802131
ID644,0.5988370586844052
ID645,0.5909329540589277
ID643,0.6115629266290104
ID700,0.6147323664496926
ID757,0.6208976759630092
ID813,0.583791172504425
ID814,0.5954017674221712
ID815,0.5391235190279344
ID871,0.5854170602910659
ID872,0.5690499852685368
ID870,0.5878300007651834
ID927,0.6345923606087179
ID928,0.5904970723039964
ID984,0.6092064927606022
ID985,0.5759235522326301
ID929,0.6080958759083468
ID986,0.6248588155297672
ID873,0.5596888205584358
ID930,0.613616486156688
ID987,0.6219258841346291
ID931,0.6048464824171628
ID988,0.5996388154871324
ID874,0.5811494097990149
ID817,0.5430158692247727
ID816,0.49029116630554204
ID818,0.5634941178209641
ID819,0.4977494267856374
ID875,0.5611847134197459
ID876,0.49382059083265417
ID877,0.45876116822747626
ID820,0.44834647669511685
ID821,0.4238776466425727
ID822,0.4230117640074561
ID879,0.449605868844425
ID878,0.45002175078672524
ID934,0.46021882786470303
ID935,0.4745747026275186
ID936,0.5158376483356252
ID993,0.5855305903098162
ID992,0.5154905922272626
ID991,0.4698982372003443
ID990,0.4802923532093273
ID933,0.48572294992559095
ID932,0.5479453044779161
ID989,0.5422388132880716
ID1045,0.5648488156935748
ID1046,0.524190573832568
ID1047,0.4821847032098209
ID1048,0.4969935403150671
ID1049,0.5345276650260476
ID1050,0.6147311764604905
ID1105,0.5255129519630881
ID1106,0.5633370525696698
ID1107,0.6347664496477912
ID1163,0.6288452828631681
ID1164,0.6436352750834297
ID1162,0.6171341138727524
ID1161,0.560649994541617
ID1104,0.5082905783372766
ID1103,0.5187688133295845
ID1102,0.5244347109514125
ID1159,0.4661635353284723
ID1160,0.500127642996171
ID1158,0.5092076504931731
ID1101,0.5435635293231291
ID1157,0.6035993996788473
ID1100,0.5809735312181361
ID1043,0.6223088257453021
ID1044,0.5990776391590342
ID1042,0.5742094390532549
ID1041,0.5723523651852327
ID1098,0.557502946432899
ID1099,0.591946499487933
ID1156,0.6356676564497107
ID1155,0.6188564875546624
ID1154,0.6270405979717479
ID1153,0.6590441212934606
ID1097,0.6290105735554414
ID1096,0.6807858873816097
ID1040,0.6395958774230059
ID1039,0.6639388406977935
ID1095,0.6587794289869421
ID1038,0.6705806073020486
ID1152,0.6451923482558306
ID1151,0.5696447267251856
ID1094,0.637798261642456
ID1150,0.5684541295556461
ID1093,0.6097317800802343
