ID,mean
ID798,0.6311017674558304
ID741,0.58873529995189
ID855,0.568493531030767
ID912,0.4728164767517763
ID969,0.4331352949142456
ID1083,0.5204452914350173
ID1140,0.5065017587998334
ID1026,0.4657758831977844
ID970,0.4989111914354212
ID1027,0.48383472526774685
ID971,0.5137547208982356
ID972,0.49867824912071224
ID1028,0.5057358931092655
ID1029,0.49062059696982885
ID1085,0.5523323542931501
ID1086,0.5055829510969274
ID1084,0.5122099988600788
ID1141,0.5322417574770311
ID1142,0.5340329359559451
ID1143,0.4878005883272956
ID1087,0.48197057808146754
ID1144,0.46101234730552226
ID1145,0.5531158839955049
ID1088,0.5871699908200432
ID1031,0.5719094080083511
ID1030,0.48672588432536407
ID973,0.535516466813929
ID974,0.6026164685978609
ID917,0.6960064621532664
ID916,0.6232758851612316
ID860,0.7732211870305679
ID859,0.7230970628121319
ID915,0.5754264915690703
ID858,0.6726335146847893
ID914,0.5641835507224587
ID913,0.5231611721655902
ID856,0.615465875232921
ID857,0.6524135323131786
ID800,0.7243188086678001
ID801,0.723375288177939
ID799,0.6903205983779009
ID742,0.6199453066377079
ID743,0.668184689914479
ID744,0.6384070592768052
ID745,0.646412376796498
ID802,0.7387276761672076
ID803,0.7797123670578003
ID746,0.7203323518528657
ID687,0.6287993999088511
ID688,0.6145323493901421
ID689,0.6491535291952245
ID632,0.6306964832193711
ID631,0.6364552918602439
ID575,0.6300694367464852
ID574,0.6141500150456147
ID630,0.6772382385590497
ID573,0.6658394420848173
ID686,0.6569876432418824
ID629,0.6993282402262968
ID685,0.5888747145147885
ID628,0.679444688207963
ID572,0.7209659099578858
ID571,0.7255035154959735
ID570,0.7008440971374512
ID627,0.6363305694916669
ID684,0.547506460722755
ID513,0.6828058754696565
ID456,0.6798805776764365
ID399,0.6720035132239847
ID400,0.7259311591877657
ID401,0.7220923507914823
ID402,0.6644135285826291
ID457,0.7470558573217954
ID458,0.7410735165371615
ID459,0.665758240924162
ID514,0.7305764619041892
ID515,0.7304870717665728
ID516,0.6454811923644121
ID460,0.6190106055315803
ID517,0.5924111941281487
ID518,0.6149888445349301
ID461,0.5978847075911129
ID404,0.5988529541913201
ID403,0.6266617810024935
ID345,0.6721205907709458
ID346,0.6362535406561458
ID347,0.6240729542339549
ID405,0.6246423412771787
ID348,0.6106847061830408
ID462,0.6564294064746183
ID406,0.640477631372564
ID463,0.6898135360549478
ID349,0.5885099915897145
ID407,0.6430270475499771
ID350,0.5859123833039228
ID408,0.623129397280076
ID351,0.5947453099138597
ID352,0.680600601084092
ID409,0.6773470682256362
ID465,0.666811166791355
ID466,0.7077317630543429
ID464,0.6750811710077174
ID521,0.7176541398553288
ID520,0.7298982550116146
ID522,0.721464113628163
ID523,0.7398376198375927
ID579,0.7046123490614049
ID580,0.6835041214438046
ID578,0.6823617710786707
ID577,0.6626206089468563
ID576,0.6536758948774899
ID519,0.6946511899723726
ID633,0.6256088144638959
ID634,0.6076588216949912
ID691,0.6352241137448479
ID690,0.6732441067695618
ID747,0.7483176525901345
ID748,0.705388848921832
ID692,0.6188653006273158
ID693,0.6284958825391882
ID749,0.6374958977979772
ID750,0.6081917594460879
ID751,0.702106468817767
ID694,0.7057453015271355
ID637,0.666557063775904
ID636,0.6444999933242799
ID635,0.6307017775142894
ID581,0.7048441396040075
ID638,0.7247894273084753
ID582,0.7577506086405585
ID639,0.7390676596585443
ID696,0.7275794197531307
ID695,0.725928258895874
ID752,0.7409264823969672
ID753,0.7561482205110437
ID697,0.7154982447624206
ID754,0.7181594147401698
ID698,0.7233382477479822
ID755,0.6926694154739381
ID756,0.6941399988006143
ID699,0.743403551157783
ID642,0.7785241295309628
ID641,0.7654064823599422
ID640,0.7322688320103814
ID583,0.7786088277311887
ID584,0.8188711797489839
ID585,0.7880347125670489
ID528,0.7974723444265479
ID527,0.8229976408621844
ID526,0.8032005842994241
ID470,0.803486455188078
ID471,0.8330746931188246
ID469,0.7865305872524486
ID468,0.7649129502913531
ID525,0.7686488235698027
ID524,0.731818809930016
ID467,0.7393723600050982
ID411,0.7572700100786545
ID410,0.7422688498216516
ID353,0.7638452901559718
ID354,0.7705941165194792
ID412,0.7905435281641342
ID355,0.7936547005877775
ID413,0.8184870516552645
ID414,0.8129100154427922
ID356,0.8123964660307941
ID357,0.7630864970824298
ID415,0.6546988241812762
ID358,0.6205658898634069
ID416,0.5547894092167125
ID359,0.5331176477320054
ID472,0.6664541006088257
ID473,0.5634200054056504
ID529,0.6544982335146735
ID586,0.6615258735768935
ID530,0.5931817741955028
ID587,0.6231117486953736
ID474,0.5952723496100482
ID531,0.6336188372443704
ID588,0.6511764750761144
ID532,0.6242446955512552
ID589,0.6080347096218782
ID475,0.6137670460869284
ID418,0.592629410940058
ID417,0.5798323336769553
ID360,0.5744676491793465
ID361,0.5845053069731768
ID362,0.5597535455928129
ID419,0.5893994149039773
ID363,0.5313617811483495
ID420,0.5603347175261554
ID476,0.5968046924647163
ID477,0.5805229453479542
ID478,0.5626529539332671
ID421,0.5490653094123392
ID364,0.5269023607758915
ID422,0.5476047144216649
ID365,0.5308382483089672
ID423,0.5487494286368875
ID366,0.5562259035951951
ID479,0.5535711772301617
ID480,0.5220664697534898
ID535,0.5317811818683849
ID536,0.5299199917737176
ID537,0.5097294050104478
ID594,0.5273335414774277
ID593,0.5367029260186589
ID592,0.5347488143864799
ID591,0.5263041110599742
ID534,0.5385623553219964
ID533,0.5517129344098708
ID590,0.5275541270480437
ID647,0.5848082507357878
ID648,0.5817529187482946
ID646,0.6309082592234893
ID649,0.5634929362465354
ID650,0.5487235111348769
ID651,0.5302288195666145
ID706,0.5542217815623565
ID707,0.5107058781034806
ID708,0.4598935193875257
ID764,0.46793883197447833
ID765,0.40836647959316486
ID763,0.5240641208255992
ID762,0.5553182321436265
ID705,0.5772723604651059
ID704,0.6073817870196174
ID703,0.6318782553953284
ID761,0.6064276442808263
ID760,0.62899470539654
ID759,0.6116517627940459
ID702,0.6175788283348083
ID758,0.6508482329985674
ID701,0.6520152807235717
ID644,0.6520282233462614
ID645,0.6417300098082599
ID643,0.6886070489883422
ID700,0.6982099939795101
ID757,0.6890235185623168
ID813,0.6728464561350205
ID814,0.703127067229327
ID815,0.630121203029857
ID871,0.7077864674960865
ID872,0.6569735316669238
ID870,0.7039382191265331
ID927,0.7119452728944666
ID928,0.6876646855298211
ID984,0.6871870265287512
ID985,0.6636452744988834
ID929,0.7105011757682351
ID986,0.7143570745692533
ID873,0.6195011671851662
ID930,0.7102423471563003
ID987,0.7090076586779426
ID931,0.6848688244819641
ID988,0.662230019008412
ID874,0.6436699825174669
ID817,0.60017469069537
ID816,0.5445447150398703
ID818,0.6137699716231403
ID819,0.5643735044142779
ID875,0.6163729162777172
ID876,0.5442682199618396
ID877,0.48449587681714223
ID820,0.5014058688107659
ID821,0.43689764878329107
ID822,0.40238530530649075
ID879,0.4080682368839488
ID878,0.43296529580565063
ID934,0.47156940838869876
ID935,0.4476170666077558
ID936,0.4465758919715881
ID993,0.49969353184980503
ID992,0.49405058131498447
ID991,0.4954641215941485
ID990,0.5452070642920102
ID933,0.53275704629281
ID932,0.6238588094711304
ID989,0.6082623664070579
ID1045,0.6189811825752258
ID1046,0.5730188229504753
ID1047,0.5300829470157624
ID1048,0.5241094189531663
ID1049,0.5310958778156953
ID1050,0.5649435183581184
ID1105,0.5363517789279713
ID1106,0.5727988390361561
ID1107,0.6258111694279839
ID1163,0.5673017564941856
ID1164,0.5825670410605037
ID1162,0.5404188226251041
ID1161,0.5308341404970954
ID1104,0.5160841324750115
ID1103,0.5525058914633358
ID1102,0.6141294100705315
ID1159,0.5834117629948784
ID1160,0.5773623704910278
ID1158,0.6145188051111558
ID1101,0.6609323389389936
ID1157,0.6693823568961199
ID1100,0.6842758936040543
ID1043,0.6961247233783499
ID1044,0.6785176620763891
ID1042,0.667105867582209
ID1041,0.6466646797516766
ID1098,0.6308617626919466
ID1099,0.6732817846186021
ID1156,0.6844553246217615
ID1155,0.6966447150006014
ID1154,0.7119364724439734
ID1153,0.7327058932360481
ID1097,0.6983723451109494
ID1096,0.779445280748255
ID1040,0.701666467330035
ID1039,0.7866205748389749
ID1095,0.7744729441754958
ID1038,0.783581176926108
ID1152,0.715718242000131
ID1151,0.6767794286503512
ID1094,0.7576264717999626
ID1150,0.7070400111815509
ID1093,0.7692235357621137
ID1036,0.7831341294681324
ID1037,0.7988694036708159
ID980,0.8063523551997016
ID979,0.7893717737758861
ID981,0.7521164936177871
ID982,0.7655600049916436
ID983,0.7410905795938829
ID926,0.7383393981877495
ID925,0.7293994034037871
ID924,0.717900611372555
ID868,0.7443529388483834
ID867,0.7488064962274887
ID869,0.7270499860539156
ID812,0.6824882226831773
ID811,0.73510823951048
ID810,0.8058641153223374
ID866,0.7669794307035558
ID809,0.7898546849980074
ID808,0.7240805682014017
ID865,0.7630047096925623
ID922,0.7717082374236164
ID923,0.7718247133142808
ID978,0.7649194296668558
ID921,0.7646541286917293
ID977,0.7404864752993865
ID920,0.7447270772036385
ID976,0.6869111818425795
ID919,0.7157211878720452
ID864,0.7396776500870199
ID863,0.7440564758637372
ID862,0.7651282212313484
ID807,0.6566247056512271
ID806,0.7138494295232436
ID805,0.7707735300064087
ID861,0.7968511735691743
